"feed_url","feed_name","website","country","language","category"
"http://www.independent.co.uk/news/uk/rss","UK","The Independent","Great Britain","English","local"
"http://www.independent.co.uk/news/world/rss","World","The Independent","Great Britain","English","global"
"http://www.independent.co.uk/voices/editorials/rss","Editorials","The Independent","Great Britain","English","opinion"
"http://www.independent.co.uk/voices/comments/rss","Comments","The Independent","Great Britain","English","opinion"
"http://www.theguardian.com/uk-news/rss","UK","The Guardian","Great Britain","English","local"
"http://www.theguardian.com/world/rss","World","The Guardian","Great Britain","English","global"
